# n, l, j, Dipole Matrix Element (Cm), Resonant Wavlength (m), Linewidth (rad/s), Magnetic Dipole Constant (Hz)
3,2,1.5,-1.299827444016784e-29,8.197061865710627e-07,0.0,0
4,2,1.5,3.678480561804816e-30,5.689830023051064e-07,0.0,0
5,2,1.5,-1.9192021195493464e-30,4.984171581887395e-07,0.0,0
6,2,1.5,1.2447440138437154e-30,4.669862690019862e-07,0.0,0
7,2,1.5,-9.001764088404538e-31,4.4989267756375716e-07,0.0,0
8,2,1.5,6.9447987433451815e-31,4.394587464839546e-07,0.0,0
9,2,1.5,-5.591455512170677e-31,4.325840255117313e-07,0.0,0
10,2,1.5,4.640097530271543e-31,4.2779911341229135e-07,0.0,0
11,2,1.5,-3.9385275003867576e-31,4.2432766472049955e-07,0.0,0
12,2,1.5,3.4020983084674828e-31,4.2172564799974837e-07,0.0,0
13,2,1.5,-2.98016492642974e-31,4.1972318712411703e-07,0.0,0
14,2,1.5,2.6406556658403686e-31,4.181481494023831e-07,0.0,0
15,2,1.5,-2.3623177761879473e-31,4.168863417403844e-07,0.0,0
16,2,1.5,2.1305358359371043e-31,4.1585948721537317e-07,0.0,0
17,2,1.5,-1.9349439626681275e-31,4.150124205289207e-07,0.0,0
18,2,1.5,1.767996070765901e-31,4.143053277886086e-07,0.0,0
19,2,1.5,-1.6240748643930653e-31,4.137088742043242e-07,0.0,0
20,2,1.5,1.4989172850875802e-31,4.132010502584346e-07,0.0,0
21,2,1.5,-1.3892329366802517e-31,4.127650752013098e-07,0.0,0
22,2,1.5,1.2924440685881477e-31,4.123879703628692e-07,0.0,0
23,2,1.5,-1.2065043386654609e-31,4.1205956786683077e-07,0.0,0
24,2,1.5,1.1297699269794613e-31,4.117718089315275e-07,0.0,0
25,2,1.5,-1.0609062220908685e-31,4.115182387689963e-07,0.0,0
26,2,1.5,9.988191665594306e-32,4.11293637445339e-07,0.0,0
27,2,1.5,-9.426040062072826e-32,4.110937463574231e-07,0.0,0
28,2,1.5,8.915065226129826e-32,4.1091506298758484e-07,0.0,0
29,2,1.5,-8.448933544942953e-32,4.1075468510038764e-07,0.0,0
30,2,1.5,8.022290248829517e-32,4.106101912041668e-07,0.0,0
31,2,1.5,-7.630579785924252e-32,4.1047954792863007e-07,0.0,0
32,2,1.5,7.269904050707991e-32,4.103610375996121e-07,0.0,0
33,2,1.5,-6.936909522448683e-32,4.1025320112394975e-07,0.0,0
34,2,1.5,6.628696694532191e-32,4.1015479259011364e-07,0.0,0
35,2,1.5,-6.342746847238933e-32,4.100647429134525e-07,0.0,0
36,2,1.5,6.076862428297794e-32,4.099821305217179e-07,0.0,0
37,2,1.5,-5.829118198290327e-32,4.0990615756321384e-07,0.0,0
38,2,1.5,5.59782095069859e-32,4.098361304786312e-07,0.0,0
39,2,1.5,-5.381476110905769e-32,4.097714440444689e-07,0.0,0
40,2,1.5,5.178759887359522e-32,4.097115681961679e-07,0.0,0
41,2,1.5,-4.988495940110824e-32,4.096560370905549e-07,0.0,0
3,2,2.5,-3.8994861238869616e-29,8.197061865710627e-07,0.0,0
4,2,2.5,1.1035459494516338e-29,5.689830023051064e-07,0.0,0
5,2,2.5,-5.757617496459585e-30,4.984171581887395e-07,0.0,0
6,2,2.5,3.734239930960889e-30,4.669862690019862e-07,0.0,0
7,2,2.5,-2.700535224660013e-30,4.4989267756375716e-07,0.0,0
8,2,2.5,2.0834443971594913e-30,4.394587464839546e-07,0.0,0
9,2,2.5,-1.6774405782098685e-30,4.325840255117313e-07,0.0,0
10,2,2.5,1.392032563625805e-30,4.2779911341229135e-07,0.0,0
11,2,2.5,-1.181561084861797e-30,4.2432766472049955e-07,0.0,0
12,2,2.5,1.0206319606869641e-30,4.2172564799974837e-07,0.0,0
13,2,2.5,-8.940516531618148e-31,4.1972318712411703e-07,0.0,0
14,2,2.5,7.92198636442745e-31,4.181481494023831e-07,0.0,0
15,2,2.5,-7.086970720362535e-31,4.168863417403844e-07,0.0,0
16,2,2.5,6.391623241676695e-31,4.1585948721537317e-07,0.0,0
17,2,2.5,-5.804846213754298e-31,4.150124205289207e-07,0.0,0
18,2,2.5,5.304001330141789e-31,4.143053277886086e-07,0.0,0
19,2,2.5,-4.87223666463396e-31,4.137088742043242e-07,0.0,0
20,2,2.5,4.496763013203747e-31,4.132010502584346e-07,0.0,0
21,2,2.5,-4.167709164996538e-31,4.127650752013098e-07,0.0,0
22,2,2.5,3.877341850195056e-31,4.123879703628692e-07,0.0,0
23,2,2.5,-3.61952202778728e-31,4.1205956786683077e-07,0.0,0
24,2,2.5,3.389318226786407e-31,4.117718089315275e-07,0.0,0
25,2,2.5,-3.1827266032211227e-31,4.115182387689963e-07,0.0,0
26,2,2.5,2.996464976854764e-31,4.11293637445339e-07,0.0,0
27,2,2.5,-2.8278190791915995e-31,4.110937463574231e-07,0.0,0
28,2,2.5,2.67452624915686e-31,4.1091506298758484e-07,0.0,0
29,2,2.5,-2.5346863984271847e-31,4.1075468510038764e-07,0.0,0
30,2,2.5,2.4066930923264246e-31,4.106101912041668e-07,0.0,0
31,2,2.5,-2.2891796617634444e-31,4.1047954792863007e-07,0.0,0
32,2,2.5,2.1809766722989154e-31,4.103610375996121e-07,0.0,0
33,2,2.5,-2.0810780653799854e-31,4.1025320112394975e-07,0.0,0
34,2,2.5,1.9886139871861872e-31,4.1015479259011364e-07,0.0,0
35,2,2.5,-1.9028288193753264e-31,4.100647429134525e-07,0.0,0
36,2,2.5,1.823063294923317e-31,4.099821305217179e-07,0.0,0
37,2,2.5,-1.7487398407683045e-31,4.0990615756321384e-07,0.0,0
38,2,2.5,1.6793504934965987e-31,4.098361304786312e-07,0.0,0
39,2,2.5,-1.6144468796198345e-31,4.097714440444689e-07,0.0,0
40,2,2.5,1.5536318607804323e-31,4.097115681961679e-07,0.0,0
41,2,2.5,-1.4965525341366311e-31,4.096560370905549e-07,0.0,0
